date,position,number
2018-11-03,segundo,0
2018-11-03,primero,79
2018-11-04,tercero,16
2018-11-04,segundo,43
2018-11-04,primero,4
2018-11-05,tercero,24
2018-11-05,segundo,24
2018-11-05,primero,88
2018-11-06,primero,51
2018-11-06,segundo,28
2018-11-06,tercero,47
2018-11-07,tercero,70
2018-11-07,segundo,21
2018-11-07,primero,18
2018-11-09,tercero,45
2018-11-09,segundo,95
2018-11-09,primero,5
2018-11-10,tercero,44
2018-11-10,segundo,83
2018-11-10,primero,39
2018-11-11,primero,37
2018-11-11,tercero,73
2018-11-11,segundo,23
2018-11-12,tercero,94
2018-11-12,segundo,73
2018-11-12,primero,9
2018-11-13,tercero,38
2018-11-13,segundo,69
2018-11-13,primero,93
2018-11-14,tercero,97
2018-11-14,segundo,77
2018-11-14,primero,67
2018-11-15,tercero,92
2018-11-15,segundo,53
2018-11-15,primero,23
2018-11-16,primero,42
2018-11-16,tercero,25
2018-11-16,segundo,18
2018-11-17,tercero,95
2018-11-17,segundo,30
2018-11-17,primero,26
2018-11-19,tercero,35
2018-11-19,segundo,30
2018-11-19,primero,83
2018-11-20,tercero,25
2018-11-20,segundo,7
2018-11-20,primero,60
2018-11-21,primero,20
2018-11-21,tercero,78
2018-11-21,segundo,0
2018-11-22,primero,41
2018-11-22,tercero,65
2018-11-22,segundo,64
2018-11-23,tercero,74
2018-11-23,segundo,21
2018-11-23,primero,80
2018-11-24,tercero,3
2018-11-24,segundo,95
2018-11-24,primero,68
2018-11-25,tercero,94
2018-11-25,segundo,13
2018-11-25,primero,6
2018-11-26,primero,18
2018-11-26,segundo,30
2018-11-26,tercero,9
2018-11-27,tercero,41
2018-11-27,segundo,61
2018-11-27,primero,93
2018-11-29,tercero,18
2018-11-29,segundo,79
2018-11-29,primero,45
2018-11-30,tercero,54
2018-11-30,segundo,39
2018-11-30,primero,0
2018-12-01,primero,34
2018-12-01,tercero,71
2018-12-01,segundo,57
2018-12-02,tercero,74
2018-12-02,segundo,57
2018-12-02,primero,39
2018-12-03,tercero,67
2018-12-03,segundo,15
2018-12-03,primero,69
2018-12-04,tercero,86
2018-12-04,segundo,40
2018-12-04,primero,54
2018-12-05,tercero,1
2018-12-05,segundo,47
2018-12-05,primero,79
2018-12-06,primero,17
2018-12-06,tercero,15
2018-12-06,segundo,9
2018-12-07,tercero,25
2018-12-07,segundo,40
2018-12-07,primero,95
2018-12-09,tercero,37
2018-12-09,segundo,63
2018-12-09,primero,40
2018-12-10,tercero,46
2018-12-10,segundo,9
2018-12-10,primero,77
2018-12-11,primero,61
2018-12-11,tercero,57
2018-12-11,segundo,85
2018-12-12,tercero,79
2018-12-12,segundo,95
2018-12-12,primero,27
2018-12-13,tercero,39
2018-12-13,segundo,92
2018-12-13,primero,65
2018-12-14,tercero,27
2018-12-14,segundo,54
2018-12-14,primero,57
2018-12-15,tercero,64
2018-12-15,segundo,1
2018-12-15,primero,61
2018-12-16,primero,19
2018-12-16,tercero,67
2018-12-16,segundo,91
2018-12-17,tercero,19
2018-12-17,segundo,76
2018-12-17,primero,96
2018-12-18,tercero,57
2018-12-18,segundo,80
2018-12-18,primero,30
2018-12-19,tercero,21
2018-12-19,segundo,33
2018-12-19,primero,22
2018-12-20,primero,44
2018-12-20,tercero,34
2018-12-20,segundo,88
2018-12-21,tercero,76
2018-12-21,segundo,75
2018-12-21,primero,82
2018-12-22,tercero,77
2018-12-22,segundo,77
2018-12-22,primero,75
2018-12-23,tercero,39
2018-12-23,segundo,56
2018-12-23,primero,28
2018-12-26,primero,3
2018-12-26,tercero,15
2018-12-26,segundo,47
2018-12-27,tercero,24
2018-12-27,segundo,11
2018-12-27,primero,80
2018-12-28,tercero,45
2018-12-28,segundo,99
2018-12-28,primero,28
2018-12-29,tercero,62
2018-12-29,segundo,71
2018-12-29,primero,29
2018-12-30,primero,5
2018-12-30,tercero,91
2018-12-30,segundo,27
2019-01-02,primero,80
2019-01-02,tercero,6
2019-01-02,segundo,98
2019-01-03,tercero,9
2019-01-03,segundo,5
2019-01-03,primero,41
2019-01-04,tercero,72
2019-01-04,segundo,5
2019-01-04,primero,14
2019-01-05,tercero,34
2019-01-05,segundo,59
2019-01-05,primero,60
2019-01-06,primero,94
2019-01-06,tercero,68
2019-01-06,segundo,5
2019-01-08,tercero,90
2019-01-08,segundo,47
2019-01-08,primero,39
2019-01-09,tercero,35
2019-01-09,segundo,27
2019-01-09,primero,86
2019-01-10,tercero,6
2019-01-10,segundo,98
2019-01-10,primero,35
2019-01-11,primero,49
2019-01-11,segundo,0
2019-01-11,tercero,84
2019-01-12,primero,53
2019-01-12,tercero,84
2019-01-12,segundo,91
2019-01-13,tercero,99
2019-01-13,segundo,50
2019-01-13,primero,26
2019-01-14,tercero,7
2019-01-14,segundo,52
2019-01-14,primero,77
2019-01-15,tercero,73
2019-01-15,segundo,65
2019-01-15,primero,68
2019-01-16,primero,72
2019-01-16,segundo,18
2019-01-16,tercero,59
2019-01-17,tercero,44
2019-01-17,segundo,6
2019-01-17,primero,99
2019-01-18,tercero,22
2019-01-18,segundo,48
2019-01-18,primero,32
2019-01-19,tercero,51
2019-01-19,segundo,1
2019-01-19,primero,43
2019-01-20,primero,79
2019-01-20,tercero,88
2019-01-20,segundo,13
2019-01-22,segundo,31
2019-01-22,primero,2
2019-01-22,tercero,45
2019-01-23,tercero,74
2019-01-23,segundo,89
2019-01-23,primero,16
2019-01-24,tercero,45
2019-01-24,segundo,58
2019-01-24,primero,24
2019-01-25,tercero,10
2019-01-25,segundo,53
2019-01-25,primero,90
2019-01-26,primero,96
2019-01-26,segundo,19
2019-01-26,tercero,84
2019-01-28,tercero,90
2019-01-28,segundo,67
2019-01-28,primero,39
2019-01-29,tercero,15
2019-01-29,segundo,27
2019-01-29,primero,50
2019-01-30,tercero,99
2019-01-30,segundo,64
2019-01-30,primero,51
2019-01-31,primero,34
2019-01-31,segundo,75
2019-01-31,tercero,91
2019-02-01,tercero,4
2019-02-01,segundo,10
2019-02-01,primero,54
2019-02-02,tercero,33
2019-02-02,segundo,37
2019-02-02,primero,79
2019-02-03,tercero,66
2019-02-03,segundo,12
2019-02-03,primero,30
2019-02-04,tercero,39
2019-02-04,segundo,83
2019-02-04,primero,69
2019-02-05,primero,73
2019-02-05,tercero,44
2019-02-05,segundo,42
2019-02-07,tercero,64
2019-02-07,segundo,80
2019-02-07,primero,24
2019-02-08,tercero,41
2019-02-08,segundo,61
2019-02-08,primero,63
2019-02-09,tercero,63
2019-02-09,segundo,14
2019-02-09,primero,14
2019-02-10,primero,99
2019-02-10,tercero,73
2019-02-10,segundo,99
2019-02-11,primero,81
2019-02-11,tercero,29
2019-02-11,segundo,7
2019-02-12,tercero,18
2019-02-12,segundo,99
2019-02-12,primero,90
2019-02-13,tercero,94
2019-02-13,segundo,23
2019-02-13,primero,62
2019-02-14,tercero,86
2019-02-14,segundo,64
2019-02-14,primero,92
2019-02-15,primero,91
2019-02-15,segundo,63
2019-02-15,tercero,44
2019-02-17,tercero,90
2019-02-17,segundo,25
2019-02-17,primero,44
2019-02-18,tercero,79
2019-02-18,segundo,3
2019-02-18,primero,39
2019-02-19,tercero,60
2019-02-19,segundo,19
2019-02-19,primero,67
2019-02-20,primero,24
2019-02-20,tercero,91
2019-02-20,segundo,28
2019-02-21,tercero,47
2019-02-21,segundo,7
2019-02-21,primero,40
2019-02-22,tercero,42
2019-02-22,segundo,54
2019-02-22,primero,49
2019-02-23,tercero,22
2019-02-23,segundo,48
2019-02-23,primero,17
2019-02-24,tercero,73
2019-02-24,segundo,73
2019-02-24,primero,6
2019-02-25,primero,15
2019-02-25,tercero,69
2019-02-25,segundo,49
2019-02-26,tercero,47
2019-02-26,segundo,15
2019-02-26,primero,78
2019-02-28,tercero,55
2019-02-28,segundo,55
2019-02-28,primero,74
2019-03-01,tercero,86
2019-03-01,segundo,26
2019-03-01,primero,13
2019-03-02,primero,85
2019-03-02,tercero,85
2019-03-02,segundo,62
2019-03-03,tercero,11
2019-03-03,segundo,22
2019-03-03,primero,23
2019-03-04,tercero,86
2019-03-04,segundo,95
2019-03-04,primero,92
2019-03-05,tercero,0
2019-03-05,segundo,88
2019-03-05,primero,59
2019-03-06,tercero,41
2019-03-06,segundo,56
2019-03-06,primero,13
2019-03-07,primero,72
2019-03-07,tercero,31
2019-03-07,segundo,52
2019-03-09,tercero,28
2019-03-09,segundo,66
2019-03-09,primero,99
2019-03-10,tercero,17
2019-03-10,segundo,19
2019-03-10,primero,15
2019-03-11,tercero,40
2019-03-11,segundo,53
2019-03-11,primero,89
2019-03-12,primero,18
2019-03-12,tercero,34
2019-03-12,segundo,2
2019-03-13,tercero,53
2019-03-13,segundo,77
2019-03-13,primero,34
2019-03-14,tercero,85
2019-03-14,segundo,16
2019-03-14,primero,18
2019-03-15,tercero,8
2019-03-15,segundo,4
2019-03-15,primero,5
2019-03-16,primero,73
2019-03-16,tercero,68
2019-03-16,segundo,75
2019-03-17,tercero,78
2019-03-17,segundo,85
2019-03-17,primero,81
2019-03-19,tercero,1
2019-03-19,segundo,99
2019-03-19,primero,49
2019-03-20,tercero,17
2019-03-20,segundo,48
2019-03-20,primero,48
2019-03-21,primero,76
2019-03-21,tercero,64
2019-03-21,segundo,62
2019-03-22,primero,27
2019-03-22,tercero,16
2019-03-22,segundo,72
2019-03-23,primero,98
2019-03-23,tercero,46
2019-03-23,segundo,5
2019-03-24,primero,74
2019-03-24,tercero,89
2019-03-24,segundo,51
2019-03-25,tercero,77
2019-03-25,segundo,98
2019-03-25,primero,66
2019-03-26,tercero,90
2019-03-26,segundo,23
2019-03-26,primero,85
2019-03-27,primero,9
2019-03-27,segundo,75
2019-03-27,tercero,58
2019-03-29,segundo,44
2019-03-29,primero,0
2019-03-29,tercero,82
2019-03-30,tercero,98
2019-03-30,segundo,47
2019-03-30,primero,15
2019-03-31,tercero,64
2019-03-31,segundo,21
2019-03-31,primero,23
2019-04-01,primero,70
2019-04-01,tercero,72
2019-04-01,segundo,83
2019-04-02,tercero,24
2019-04-02,segundo,8
2019-04-02,primero,57
2019-04-03,tercero,71
2019-04-03,segundo,72
2019-04-03,primero,21
2019-04-04,tercero,62
2019-04-04,segundo,57
2019-04-04,primero,54
2019-04-05,primero,64
2019-04-05,segundo,31
2019-04-05,tercero,81
2019-04-06,tercero,10
2019-04-06,segundo,45
2019-04-06,primero,67
2019-04-08,tercero,76
2019-04-08,segundo,53
2019-04-08,primero,77
2019-04-09,tercero,67
2019-04-09,segundo,19
2019-04-09,primero,41
2019-04-10,primero,19
2019-04-10,segundo,32
2019-04-10,tercero,59
2019-04-11,primero,46
2019-04-11,tercero,68
2019-04-11,segundo,82
2019-04-12,primero,86
2019-04-12,tercero,65
2019-04-12,segundo,70
2019-04-13,tercero,48
2019-04-13,segundo,48
2019-04-13,primero,10
2019-04-14,tercero,26
2019-04-14,segundo,92
2019-04-14,primero,48
2019-04-15,primero,44
2019-04-15,tercero,87
2019-04-15,segundo,58
2019-04-16,segundo,42
2019-04-16,primero,82
2019-04-16,tercero,22
2019-04-17,tercero,79
2019-04-17,segundo,94
2019-04-17,primero,65
2019-04-21,tercero,67
2019-04-21,segundo,58
2019-04-21,primero,1
2019-04-22,primero,57
2019-04-22,segundo,66
2019-04-22,tercero,64
2019-04-23,primero,77
2019-04-23,tercero,6
2019-04-23,segundo,5
2019-04-24,tercero,29
2019-04-24,segundo,97
2019-04-24,primero,99
2019-04-25,tercero,43
2019-04-25,segundo,85
2019-04-25,primero,26
2019-04-26,primero,7
2019-04-26,segundo,2
2019-04-26,tercero,33
2019-04-28,segundo,47
2019-04-28,primero,46
2019-04-28,tercero,2
2019-04-29,tercero,62
2019-04-29,segundo,51
2019-04-29,primero,74
2019-04-30,tercero,59
2019-04-30,segundo,22
2019-04-30,primero,83
2019-05-01,primero,91
2019-05-01,tercero,83
2019-05-01,segundo,32
2019-05-02,segundo,1
2019-05-02,primero,68
2019-05-02,tercero,22
2019-05-03,tercero,31
2019-05-03,segundo,95
2019-05-03,primero,16
2019-05-04,tercero,71
2019-05-04,segundo,81
2019-05-04,primero,66
2019-05-05,tercero,32
2019-05-05,segundo,88
2019-05-05,primero,54
2019-05-06,primero,91
2019-05-06,segundo,65
2019-05-06,tercero,35
2019-05-07,tercero,53
2019-05-07,segundo,66
2019-05-07,primero,65
2019-05-08,tercero,7
2019-05-08,segundo,31
2019-05-08,primero,3
2019-05-09,tercero,98
2019-05-09,segundo,90
2019-05-09,primero,39
2019-05-10,primero,36
2019-05-10,segundo,32
2019-05-10,tercero,33
2019-05-11,tercero,50
2019-05-11,segundo,59
2019-05-11,primero,10
2019-05-12,tercero,57
2019-05-12,segundo,12
2019-05-12,primero,34
2019-05-13,tercero,57
2019-05-13,segundo,40
2019-05-13,primero,63
2019-05-14,tercero,68
2019-05-14,segundo,93
2019-05-14,primero,68
2019-05-15,primero,52
2019-05-15,tercero,56
2019-05-15,segundo,66
2019-05-16,tercero,28
2019-05-16,segundo,91
2019-05-16,primero,75
2019-05-18,tercero,55
2019-05-18,segundo,89
2019-05-18,primero,6
2019-05-19,tercero,58
2019-05-19,segundo,30
2019-05-19,primero,88
2019-05-20,primero,11
2019-05-20,tercero,82
2019-05-20,segundo,83
2019-05-21,tercero,42
2019-05-21,segundo,70
2019-05-21,primero,76
2019-05-22,tercero,7
2019-05-22,segundo,68
2019-05-22,primero,83
2019-05-23,tercero,0
2019-05-23,segundo,41
2019-05-23,primero,74
2019-05-24,tercero,29
2019-05-24,segundo,64
2019-05-24,primero,61
2019-05-25,primero,84
2019-05-25,tercero,45
2019-05-25,segundo,12
2019-05-26,tercero,22
2019-05-26,segundo,92
2019-05-26,primero,94
2019-05-27,tercero,68
2019-05-27,segundo,0
2019-05-27,primero,19
2019-05-28,tercero,3
2019-05-28,segundo,6
2019-05-28,primero,27
2019-05-29,primero,81
2019-05-29,tercero,8
2019-05-29,segundo,76
2019-05-30,tercero,1
2019-05-30,segundo,49
2019-05-30,primero,65
2019-05-31,tercero,68
2019-05-31,segundo,40
2019-05-31,primero,3
2019-06-01,tercero,50
2019-06-01,segundo,71
2019-06-01,primero,51
2019-06-02,primero,36
2019-06-02,tercero,18
2019-06-02,segundo,35
2019-06-03,tercero,85
2019-06-03,segundo,98
2019-06-03,primero,33
2019-06-04,tercero,62
2019-06-04,segundo,78
2019-06-04,primero,30
2019-06-05,tercero,14
2019-06-05,segundo,4
2019-06-05,primero,85
2019-06-07,primero,93
2019-06-07,segundo,96
2019-06-07,tercero,69
2019-06-08,primero,49
2019-06-08,tercero,82
2019-06-08,segundo,8
2019-06-09,primero,22
2019-06-09,tercero,75
2019-06-09,segundo,69
2019-06-10,tercero,15
2019-06-10,segundo,62
2019-06-10,primero,32
2019-06-11,tercero,0
2019-06-11,segundo,10
2019-06-11,primero,60
2019-06-12,tercero,12
2019-06-12,segundo,18
2019-06-12,primero,36
2019-06-13,primero,63
2019-06-13,tercero,86
2019-06-13,segundo,76
2019-06-14,tercero,34
2019-06-14,segundo,38
2019-06-14,primero,62
2019-06-15,tercero,93
2019-06-15,segundo,40
2019-06-15,primero,99
2019-06-17,tercero,71
2019-06-17,segundo,34
2019-06-17,primero,44
2019-06-18,primero,37
2019-06-18,segundo,79
2019-06-18,tercero,61
2019-06-19,primero,28
2019-06-19,tercero,25
2019-06-19,segundo,58
2019-06-20,tercero,93
2019-06-20,segundo,58
2019-06-20,primero,49
2019-06-21,tercero,16
2019-06-21,segundo,57
2019-06-21,primero,54
2019-06-22,tercero,82
2019-06-22,segundo,57
2019-06-22,primero,71
2019-06-23,primero,1
2019-06-23,segundo,74
2019-06-23,tercero,98
2019-06-24,tercero,69
2019-06-24,segundo,85
2019-06-24,primero,12
2019-06-25,tercero,56
2019-06-25,segundo,7
2019-06-25,primero,80
2019-06-27,tercero,68
2019-06-27,segundo,4
2019-06-27,primero,95
2019-06-28,primero,86
2019-06-28,tercero,42
2019-06-28,segundo,31
2019-06-29,segundo,51
2019-06-29,primero,31
2019-06-29,tercero,71
2019-06-30,tercero,16
2019-06-30,segundo,83
2019-06-30,primero,71
2019-07-01,tercero,28
2019-07-01,segundo,32
2019-07-01,primero,6
2019-07-02,tercero,16
2019-07-02,segundo,72
2019-07-02,primero,15
2019-07-03,primero,44
2019-07-03,segundo,14
2019-07-03,tercero,22
2019-07-04,tercero,53
2019-07-04,segundo,60
2019-07-04,primero,14
2019-07-05,tercero,70
2019-07-05,segundo,24
2019-07-05,primero,5
2019-07-06,tercero,7
2019-07-06,segundo,38
2019-07-06,primero,38
2019-07-07,primero,3
2019-07-07,segundo,32
2019-07-07,tercero,93
2019-07-08,tercero,72
2019-07-08,segundo,27
2019-07-08,primero,75
2019-07-09,tercero,88
2019-07-09,segundo,46
2019-07-09,primero,35
2019-07-10,tercero,10
2019-07-10,segundo,34
2019-07-10,primero,47
2019-07-11,tercero,91
2019-07-11,segundo,73
2019-07-11,primero,25
2019-07-12,primero,93
2019-07-12,tercero,55
2019-07-12,segundo,97
2019-07-13,tercero,44
2019-07-13,segundo,0
2019-07-13,primero,12
2019-07-14,tercero,8
2019-07-14,segundo,90
2019-07-14,primero,93
2019-07-15,tercero,60
2019-07-15,segundo,21
2019-07-15,primero,4
2019-07-17,primero,28
2019-07-17,tercero,60
2019-07-17,segundo,78
2019-07-18,primero,35
2019-07-18,tercero,93
2019-07-18,segundo,1
2019-07-19,tercero,57
2019-07-19,segundo,47
2019-07-19,primero,30
2019-07-20,tercero,2
2019-07-20,segundo,95
2019-07-20,primero,89
2019-07-21,tercero,60
2019-07-21,segundo,0
2019-07-21,primero,91
2019-07-22,primero,19
2019-07-22,segundo,89
2019-07-22,tercero,62
2019-07-23,tercero,46
2019-07-23,segundo,83
2019-07-23,primero,52
2019-07-24,tercero,17
2019-07-24,segundo,1
2019-07-24,primero,5
2019-07-25,tercero,13
2019-07-25,segundo,31
2019-07-25,primero,87
2019-07-26,primero,55
2019-07-26,tercero,84
2019-07-26,segundo,67
2019-07-27,tercero,56
2019-07-27,segundo,96
2019-07-27,primero,72
2019-07-28,tercero,83
2019-07-28,segundo,98
2019-07-28,primero,71
2019-07-29,tercero,18
2019-07-29,segundo,16
2019-07-29,primero,1
2019-07-30,tercero,46
2019-07-30,segundo,28
2019-07-30,primero,97
2019-07-31,primero,84
2019-07-31,tercero,29
2019-07-31,segundo,52
2019-08-01,tercero,20
2019-08-01,segundo,1
2019-08-01,primero,24
2019-08-02,tercero,10
2019-08-02,segundo,71
2019-08-02,primero,38
2019-08-03,tercero,98
2019-08-03,segundo,42
2019-08-03,primero,8
2019-08-04,primero,14
2019-08-04,tercero,92
2019-08-04,segundo,94
2019-08-05,tercero,60
2019-08-05,segundo,67
2019-08-05,primero,84
2019-08-06,tercero,39
2019-08-06,segundo,3
2019-08-06,primero,19
2019-08-07,tercero,72
2019-08-07,segundo,17
2019-08-07,primero,15
2019-08-08,tercero,5
2019-08-08,segundo,14
2019-08-08,primero,10
2019-08-09,primero,84
2019-08-09,tercero,18
2019-08-09,segundo,42
2019-08-10,tercero,13
2019-08-10,segundo,95
2019-08-10,primero,73
2019-08-11,tercero,75
2019-08-11,segundo,88
2019-08-11,primero,95
2019-08-12,tercero,73
2019-08-12,segundo,29
2019-08-12,primero,94
2019-08-13,primero,47
2019-08-13,tercero,48
2019-08-13,segundo,11
2019-08-14,tercero,14
2019-08-14,segundo,45
2019-08-14,primero,63
2019-08-15,tercero,41
2019-08-15,segundo,65
2019-08-15,primero,17
2019-08-17,tercero,4
2019-08-17,segundo,34
2019-08-17,primero,42
2019-08-18,primero,66
2019-08-18,tercero,8
2019-08-18,segundo,1
2019-08-19,tercero,38
2019-08-19,segundo,53
2019-08-19,primero,5
2019-08-20,tercero,37
2019-08-20,segundo,19
2019-08-20,primero,93
2019-08-21,tercero,35
2019-08-21,segundo,55
2019-08-21,primero,8
2019-08-22,primero,87
2019-08-22,tercero,76
2019-08-22,segundo,5
2019-08-23,primero,64
2019-08-23,tercero,37
2019-08-23,segundo,9
2019-08-24,primero,83
2019-08-24,tercero,21
2019-08-24,segundo,34
2019-08-25,primero,4
2019-08-25,tercero,15
2019-08-25,segundo,6
2019-08-26,tercero,51
2019-08-26,segundo,95
2019-08-26,primero,62
2019-08-27,tercero,58
2019-08-27,segundo,81
2019-08-27,primero,77
2019-08-28,primero,6
2019-08-28,segundo,58
2019-08-28,tercero,74
2019-08-29,segundo,10
2019-08-29,primero,13
2019-08-29,tercero,39
2019-08-30,tercero,36
2019-08-30,segundo,68
2019-08-30,primero,9
2019-08-31,tercero,92
2019-08-31,segundo,44
2019-08-31,primero,93
2019-09-01,primero,60
2019-09-01,tercero,50
2019-09-01,segundo,70
2019-09-02,tercero,9
2019-09-02,segundo,86
2019-09-02,primero,11
2019-09-03,tercero,59
2019-09-03,segundo,41
2019-09-03,primero,64
2019-09-05,tercero,55
2019-09-05,segundo,35
2019-09-05,primero,64
2019-09-06,primero,56
2019-09-06,segundo,78
2019-09-06,tercero,2
2019-09-07,tercero,80
2019-09-07,segundo,50
2019-09-07,primero,73
2019-09-08,tercero,20
2019-09-08,segundo,12
2019-09-08,primero,78
2019-09-09,tercero,81
2019-09-09,segundo,8
2019-09-09,primero,0
2019-09-10,primero,24
2019-09-10,segundo,78
2019-09-10,tercero,59
2019-09-11,primero,27
2019-09-11,tercero,73
2019-09-11,segundo,21
2019-09-12,primero,94
2019-09-12,tercero,5
2019-09-12,segundo,41
2019-09-13,tercero,91
2019-09-13,segundo,7
2019-09-13,primero,99
2019-09-15,tercero,81
2019-09-15,segundo,72
2019-09-15,primero,60
2019-09-16,primero,43
2019-09-16,tercero,81
2019-09-16,segundo,83
2019-09-17,segundo,3
2019-09-17,primero,82
2019-09-17,tercero,68
2019-09-18,tercero,83
2019-09-18,segundo,95
2019-09-18,primero,46
2019-09-19,tercero,49
2019-09-19,segundo,61
2019-09-19,primero,9
2019-09-20,primero,57
2019-09-20,segundo,85
2019-09-20,tercero,24
2019-09-21,primero,19
2019-09-21,tercero,44
2019-09-21,segundo,21
2019-09-22,tercero,60
2019-09-22,segundo,95
2019-09-22,primero,91
2019-09-23,tercero,46
2019-09-23,segundo,91
2019-09-23,primero,27
2019-09-25,primero,20
2019-09-25,segundo,93
2019-09-25,tercero,20
2019-09-26,segundo,10
2019-09-26,primero,83
2019-09-26,tercero,19
2019-09-27,tercero,6
2019-09-27,segundo,57
2019-09-27,primero,72
2019-09-28,tercero,82
2019-09-28,segundo,89
2019-09-28,primero,14
2019-09-29,primero,92
2019-09-29,tercero,82
2019-09-29,segundo,90
2019-09-30,segundo,52
2019-09-30,primero,6
2019-09-30,tercero,43
2019-10-01,tercero,74
2019-10-01,segundo,5
2019-10-01,primero,5
2019-10-02,tercero,94
2019-10-02,segundo,24
2019-10-02,primero,72
2019-10-03,tercero,4
2019-10-03,segundo,65
2019-10-03,primero,26
2019-10-04,primero,42
2019-10-04,segundo,34
2019-10-04,tercero,47
2019-10-05,tercero,26
2019-10-05,segundo,64
2019-10-05,primero,54
2019-10-06,tercero,37
2019-10-06,segundo,31
2019-10-06,primero,21
2019-10-07,tercero,84
2019-10-07,segundo,49
2019-10-07,primero,71
2019-10-08,primero,56
2019-10-08,segundo,66
2019-10-08,tercero,26
2019-10-09,tercero,56
2019-10-09,segundo,34
2019-10-09,primero,91
2019-10-10,tercero,24
2019-10-10,segundo,66
2019-10-10,primero,52
2019-10-11,tercero,52
2019-10-11,segundo,74
2019-10-11,primero,86
2019-10-12,tercero,4
2019-10-12,segundo,48
2019-10-12,primero,12
2019-10-13,primero,34
2019-10-13,tercero,18
2019-10-13,segundo,50
2019-10-14,tercero,56
2019-10-14,segundo,71
2019-10-14,primero,89
2019-10-15,tercero,91
2019-10-15,segundo,92
2019-10-15,primero,22
2019-10-16,tercero,21
2019-10-16,segundo,41
2019-10-16,primero,10
2019-10-17,primero,47
2019-10-17,tercero,97
2019-10-17,segundo,33
2019-10-18,tercero,62
2019-10-18,segundo,19
2019-10-18,primero,90
2019-10-19,tercero,6
2019-10-19,segundo,37
2019-10-19,primero,8
2019-10-20,tercero,98
2019-10-20,segundo,79
2019-10-20,primero,87
2019-10-21,tercero,97
2019-10-21,segundo,61
2019-10-21,primero,50
2019-10-22,primero,82
2019-10-22,tercero,41
2019-10-22,segundo,32
2019-10-23,tercero,34
2019-10-23,segundo,95
2019-10-23,primero,82
2019-10-24,tercero,57
2019-10-24,segundo,31
2019-10-24,primero,21
2019-10-25,tercero,76
2019-10-25,segundo,53
2019-10-25,primero,5
2019-10-26,primero,98
2019-10-26,tercero,6
2019-10-26,segundo,86
2019-10-27,tercero,86
2019-10-27,segundo,88
2019-10-27,primero,13
2019-10-28,tercero,30
2019-10-28,segundo,18
2019-10-28,primero,12
2019-10-29,tercero,29
2019-10-29,segundo,90
2019-10-29,primero,51
2019-10-30,primero,29
2019-10-30,tercero,75
2019-10-30,segundo,69
2019-10-31,tercero,75
2019-10-31,segundo,97
2019-10-31,primero,43
2019-11-01,tercero,18
2019-11-01,segundo,2
2019-11-01,primero,74
2019-11-02,tercero,48
2019-11-02,segundo,6
2019-11-02,primero,42
2019-11-03,primero,95
2019-11-03,segundo,9
2019-11-03,tercero,21
2019-11-04,primero,80
2019-11-04,tercero,27
2019-11-04,segundo,55
2019-11-05,primero,60
2019-11-05,tercero,26
2019-11-05,segundo,49
2019-11-06,primero,64
2019-11-06,tercero,34
2019-11-06,segundo,36
2019-11-07,primero,11
2019-11-07,tercero,85
2019-11-07,segundo,77
2019-11-08,tercero,75
2019-11-08,segundo,64
2019-11-08,primero,24
2019-11-09,tercero,54
2019-11-09,segundo,72
2019-11-09,primero,30
2019-11-10,primero,80
2019-11-10,segundo,15
2019-11-10,tercero,23
2019-11-11,segundo,76
2019-11-11,primero,25
2019-11-11,tercero,15
2019-11-12,tercero,62
2019-11-12,segundo,3
2019-11-12,primero,77
2019-11-14,tercero,28
2019-11-14,segundo,38
2019-11-14,primero,28
2019-11-15,primero,76
2019-11-15,tercero,51
2019-11-15,segundo,70
2019-11-16,tercero,38
2019-11-16,segundo,85
2019-11-16,primero,54
2019-11-17,tercero,27
2019-11-17,segundo,85
2019-11-17,primero,33
2019-11-18,tercero,11
2019-11-18,segundo,24
2019-11-18,primero,41
2019-11-19,primero,45
2019-11-19,segundo,86
2019-11-19,tercero,4
2019-11-20,tercero,4
2019-11-20,segundo,4
2019-11-20,primero,54
2019-11-21,tercero,48
2019-11-21,segundo,5
2019-11-21,primero,61
2019-11-22,tercero,88
2019-11-22,segundo,21
2019-11-22,primero,8
2019-11-24,primero,23
2019-11-24,segundo,12
2019-11-24,tercero,26
2019-11-25,primero,12
2019-11-25,tercero,51
2019-11-25,segundo,17
2019-11-26,primero,84
2019-11-26,tercero,71
2019-11-26,segundo,80
2019-11-27,tercero,55
2019-11-27,segundo,50
2019-11-27,primero,33
2019-11-28,tercero,68
2019-11-28,segundo,46
2019-11-28,primero,6
2019-11-29,primero,42
2019-11-29,tercero,40
2019-11-29,segundo,76
2019-11-30,segundo,4
2019-11-30,primero,74
2019-11-30,tercero,54
2019-12-01,tercero,18
2019-12-01,segundo,30
2019-12-01,primero,94
2019-12-02,tercero,21
2019-12-02,segundo,20
2019-12-02,primero,49
2019-12-04,primero,71
2019-12-04,segundo,44
2019-12-04,tercero,72
2019-12-05,primero,6
2019-12-05,tercero,20
2019-12-05,segundo,13
2019-12-06,tercero,20
2019-12-06,segundo,71
2019-12-06,primero,17
2019-12-07,tercero,25
2019-12-07,segundo,66
2019-12-07,primero,87
2019-12-08,primero,59
2019-12-08,segundo,99
2019-12-08,tercero,15
2019-12-09,segundo,93
2019-12-09,primero,19
2019-12-09,tercero,12
2019-12-10,tercero,30
